ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,OVERDUE_STATUS,APPROVED
5014995,M,N,Y,2,69700.0,Pensioner,Secondary / secondary special,Married,With parents,-16785,-722,1,0,1,1,Drivers,4,4,0,1
5014996,M,N,Y,0,130500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-20993,-3073,1,0,1,1,Cleaning staff,1,22,0,1
5014997,F,N,Y,2,137400.0,Working,Higher education,Married,House / apartment,-21410,-8232,1,0,0,1,Laborers,4,50,0,1
5014998,M,N,Y,1,144600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8435,-7507,1,0,1,0,High skill tech staff,3,24,0,0
5014999,M,N,N,2,175400.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9872,-2122,1,0,1,0,Managers,3,10,0,0
5015000,F,Y,N,0,154000.0,Working,Higher education,Widow,House / apartment,-19482,-3410,1,0,1,0,Private service staff,1,60,0,1
5015001,M,Y,Y,1,46500.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-13947,-402,1,0,1,0,IT staff,3,9,0,1
5015002,F,N,Y,0,96200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23551,-9707,1,0,0,0,Core staff,1,16,0,1
5015003,F,N,N,0,97700.0,Working,Secondary / secondary special,Married,House / apartment,-18715,-1839,1,0,0,1,High skill tech staff,2,21,0,0
5015004,F,N,N,0,134200.0,Working,Secondary / secondary special,Widow,House / apartment,-11096,-12966,1,0,0,1,HR staff,1,27,0,1
5015005,F,N,N,0,123800.0,Pensioner,Higher education,Married,House / apartment,-22148,-6639,1,0,1,0,Security staff,2,10,0,0
5015006,F,N,Y,0,122100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9277,-7715,1,1,1,0,High skill tech staff,2,23,3,0
5015007,M,N,Y,3,169800.0,Pensioner,Higher education,Single / not married,Rented apartment,-21594,-8849,1,0,0,1,Cleaning staff,5,39,0,1
5015008,M,N,Y,1,91400.0,Working,Secondary / secondary special,Widow,Municipal apartment,-19888,-13179,1,0,0,0,Low-skill Laborers,3,58,0,0
5015009,F,Y,N,1,177200.0,State servant,Secondary / secondary special,Married,With parents,-17481,-2499,1,1,0,0,Low-skill Laborers,3,15,0,1
5015010,M,N,Y,0,116000.0,State servant,Secondary / secondary special,Widow,House / apartment,-9047,-6330,1,0,1,0,Realty agents,1,28,0,1
5015011,M,N,N,2,389000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19406,-7396,1,0,0,0,Cooking staff,4,1,0,0
5015012,M,Y,Y,2,221500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15629,-13352,1,0,0,1,Secretaries,3,4,0,1
5015013,F,Y,N,0,144600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14540,-13916,1,0,0,0,Sales staff,1,45,0,1
5015014,M,N,Y,1,131500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17761,-5318,1,0,0,1,Accountants,3,29,0,0
5015015,F,N,N,0,171000.0,State servant,Secondary / secondary special,Separated,With parents,-10554,-7698,1,0,1,0,Private service staff,2,51,0,1
5015016,M,Y,Y,0,156100.0,Working,Higher education,Married,House / apartment,-18094,-1113,1,0,1,1,IT staff,2,39,0,1
5015017,F,Y,N,0,217400.0,Working,Higher education,Single / not married,House / apartment,-15692,-769,1,0,1,0,Private service staff,2,49,0,0
5015018,M,Y,Y,0,275200.0,Working,Secondary / secondary special,Married,With parents,-15738,-14099,1,0,1,0,Realty agents,2,50,0,1
5015019,M,Y,N,0,79300.0,Student,Secondary / secondary special,Civil marriage,House / apartment,-23000,-3525,1,0,0,1,Medicine staff,2,3,0,1
5015020,F,N,N,0,218000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13657,-5153,1,1,1,1,Realty agents,1,22,0,1
5015021,F,N,Y,1,259500.0,State servant,Secondary / secondary special,Married,Rented apartment,-13680,-500,1,0,1,0,IT staff,3,18,0,1
5015022,M,N,Y,1,268800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21378,-7972,1,0,1,0,Waiters/barmen staff,3,53,1,0
5015023,M,Y,Y,3,110800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16348,-8463,1,0,1,1,Accountants,4,59,0,0
5015024,M,N,Y,0,234400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23275,365243,1,0,0,0,,2,56,0,0
5015025,M,Y,N,0,166300.0,Working,Higher education,Married,House / apartment,-22966,-12787,1,0,1,0,Laborers,1,43,0,0
5015026,F,N,Y,0,145900.0,Working,Secondary / secondary special,Single / not married,With parents,-11058,-5562,1,0,0,0,Waiters/barmen staff,2,43,0,1
5015027,M,N,Y,0,199800.0,Working,Secondary / secondary special,Married,With parents,-9313,-11660,1,0,0,0,Sales staff,2,52,0,1
5015028,F,N,Y,0,78700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10813,-5032,1,0,0,1,IT staff,1,24,1,1
5015029,M,N,Y,0,281000.0,Working,Secondary / secondary special,Married,With parents,-8482,-416,1,0,1,0,IT staff,2,19,0,0
5015030,F,Y,Y,0,218600.0,Working,Higher education,Married,House / apartment,-20640,-12383,1,0,0,0,Cooking staff,1,16,2,0
5015031,M,Y,N,0,42700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17647,-11512,1,0,1,0,Secretaries,2,2,0,1
5015032,F,N,Y,1,217800.0,Working,Secondary / secondary special,Married,House / apartment,-9625,-12020,1,0,1,1,High skill tech staff,2,30,2,0
5015033,M,Y,N,0,184800.0,State servant,Higher education,Single / not married,House / apartment,-13287,-7494,1,1,1,1,Realty agents,2,2,0,1
5015034,F,N,N,0,348000.0,Commercial associate,Higher education,Married,House / apartment,-8211,-3917,1,0,0,1,Secretaries,1,34,0,1
5015035,F,Y,Y,0,368800.0,Commercial associate,Academic degree,Single / not married,With parents,-18539,-12559,1,1,1,0,IT staff,2,52,0,1
5015036,F,N,N,1,299200.0,Working,Secondary / secondary special,Married,House / apartment,-21196,-9863,1,0,0,0,IT staff,3,4,1,1
5015037,M,Y,N,0,162500.0,Working,Higher education,Civil marriage,House / apartment,-14210,-5702,1,0,0,1,Low-skill Laborers,1,36,1,1
5015038,M,Y,N,1,142700.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19421,-10263,1,0,1,0,IT staff,3,53,1,0
5015039,M,N,Y,0,133100.0,State servant,Secondary / secondary special,Separated,Office apartment,-15862,-5965,1,0,0,0,Managers,2,50,0,0
5015040,M,N,N,0,308800.0,Commercial associate,Higher education,Married,Office apartment,-18885,-9870,1,1,1,1,Cleaning staff,2,36,1,0
5015041,F,N,Y,0,43800.0,Working,Secondary / secondary special,Married,Municipal apartment,-23344,-14279,1,0,0,0,Realty agents,2,48,1,0
5015042,F,N,Y,0,66400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13882,-805,1,0,0,0,Medicine staff,1,21,0,0
5015043,F,Y,Y,1,135700.0,State servant,Secondary / secondary special,Married,House / apartment,-15217,-4854,1,0,1,0,Managers,2,33,0,1
5015044,F,Y,Y,0,225200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13706,-4364,1,0,1,1,Security staff,1,47,0,1
5015045,M,Y,N,0,190300.0,Working,Higher education,Married,House / apartment,-18418,-2911,1,1,1,1,Low-skill Laborers,2,44,1,1
5015046,M,N,Y,0,260300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14392,-12917,1,0,1,0,Managers,2,58,0,1
5015047,F,Y,Y,0,123600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23399,365243,1,0,0,0,,1,55,0,0
5015048,M,Y,N,2,98600.0,Working,Higher education,Married,House / apartment,-17925,-2173,1,1,0,0,IT staff,4,57,0,1
5015049,M,N,Y,0,155600.0,Working,Secondary / secondary special,Married,Co-op apartment,-14054,-13254,1,0,1,1,Accountants,2,53,0,1
5015050,F,N,Y,0,181200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14879,-10622,1,0,0,1,Low-skill Laborers,1,10,0,1
5015051,F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-7808,-1517,1,0,1,1,Security staff,2,2,1,1
5015052,F,Y,N,0,276100.0,Working,Secondary / secondary special,Married,Municipal apartment,-15956,-14437,1,0,0,0,Realty agents,1,55,0,1
5015053,M,N,N,0,345500.0,Commercial associate,Academic degree,Married,With parents,-18661,-3155,1,0,0,1,Low-skill Laborers,1,41,0,1
5015054,F,N,N,0,221000.0,State servant,Lower secondary,Married,House / apartment,-11171,-4388,1,0,0,0,Managers,2,50,0,1
5015055,M,Y,N,2,96100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18207,-12542,1,0,1,1,Realty agents,4,60,0,1
5015056,M,N,N,0,169800.0,Working,Secondary / secondary special,Married,House / apartment,-16428,-7734,1,1,0,0,Low-skill Laborers,2,20,0,1
5015057,M,Y,N,0,137800.0,Pensioner,Higher education,Civil marriage,With parents,-13183,-3007,1,0,1,0,Core staff,2,43,0,1
5015058,F,N,N,1,168000.0,Commercial associate,Higher education,Single / not married,House / apartment,-20694,-4955,1,0,0,0,HR staff,2,60,0,0
5015059,F,N,N,1,137300.0,Working,Higher education,Civil marriage,Office apartment,-19686,-4540,1,1,1,0,Waiters/barmen staff,3,48,0,1
5015060,F,Y,N,2,203600.0,Working,Higher education,Married,House / apartment,-10820,-3608,1,0,0,0,Cooking staff,3,60,0,1
5015061,M,N,Y,2,83600.0,State servant,Secondary / secondary special,Married,House / apartment,-19719,-4844,1,0,0,0,Secretaries,4,8,0,0
5015062,F,N,Y,0,248800.0,Working,Incomplete higher,Widow,With parents,-11369,-10429,1,0,1,0,Medicine staff,1,48,0,1
5015063,M,N,Y,0,154700.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-11384,-4857,1,0,0,0,Waiters/barmen staff,1,52,0,0
5015064,F,N,Y,0,273500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16096,-10690,1,0,0,0,Medicine staff,2,28,0,1
5015065,M,N,N,1,128700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10845,-3380,1,0,0,0,Security staff,3,16,0,0
5015066,M,Y,N,1,259000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8492,-7213,1,0,1,0,Secretaries,2,13,0,0
5015067,F,Y,N,0,30600.0,Pensioner,Secondary / secondary special,Widow,With parents,-18598,-2783,1,0,0,0,Cleaning staff,1,24,0,1
5015068,F,N,N,0,172900.0,Pensioner,Incomplete higher,Married,House / apartment,-19771,-10544,1,0,1,0,Cleaning staff,2,26,0,1
5015069,F,N,N,1,172000.0,Pensioner,Higher education,Single / not married,House / apartment,-14256,-5417,1,0,0,0,Sales staff,3,38,0,1
5015070,M,N,N,0,131800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13074,365243,1,0,1,0,,2,13,0,1
5015071,F,N,Y,1,212800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9581,-7505,1,0,0,1,Waiters/barmen staff,2,15,0,0
5015072,M,N,Y,1,193400.0,State servant,Secondary / secondary special,Married,House / apartment,-20352,-5063,1,0,0,0,Security staff,3,18,0,1
5015073,M,N,Y,1,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9342,-307,1,1,0,0,Sales staff,2,35,0,1
5015074,F,N,Y,0,183400.0,Working,Lower secondary,Single / not married,House / apartment,-16698,-6007,1,0,1,1,Managers,1,23,0,1
5015075,M,N,Y,0,236100.0,Working,Secondary / secondary special,Single / not married,With parents,-8009,-602,1,0,1,0,Cleaning staff,2,58,0,1
5015076,F,N,Y,0,86100.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-16834,-5994,1,1,0,0,Drivers,2,49,0,1
5015077,M,N,Y,1,209700.0,Working,Secondary / secondary special,Married,Co-op apartment,-8915,-8243,1,0,1,0,High skill tech staff,3,32,0,0
5015078,M,N,Y,0,237000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9531,-1011,1,0,0,1,Waiters/barmen staff,2,8,0,1
5015079,F,N,N,0,219500.0,Working,Higher education,Married,House / apartment,-18461,-2906,1,0,1,0,Sales staff,2,24,0,1
5015080,M,N,Y,1,127600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13108,-795,1,0,1,1,Low-skill Laborers,3,22,2,0
5015081,F,Y,N,1,133100.0,Working,Incomplete higher,Separated,House / apartment,-22759,-2474,1,0,0,1,Drivers,2,56,1,0
5015082,F,N,Y,0,117600.0,Commercial associate,Higher education,Single / not married,With parents,-17705,-11700,1,0,0,0,Laborers,2,56,1,1
5015083,M,N,N,1,116700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20485,-799,1,0,1,0,Laborers,2,43,0,0
5015084,F,N,N,1,232300.0,Working,Secondary / secondary special,Married,Office apartment,-9898,-1427,1,0,1,0,Medicine staff,3,3,0,1
5015085,M,Y,N,0,127000.0,State servant,Higher education,Married,With parents,-15338,-11530,1,0,0,1,Drivers,1,43,0,0
5015086,M,N,Y,0,176700.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-14735,365243,1,0,0,0,,1,38,2,0
5015087,M,N,N,1,165800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18860,-4059,1,1,0,1,Medicine staff,3,16,1,0
5015088,F,N,Y,0,158400.0,Working,Higher education,Single / not married,Rented apartment,-7665,-7868,1,0,1,0,Laborers,2,50,2,1
5015089,F,Y,Y,1,160500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-17110,-7300,1,0,0,0,Cleaning staff,3,27,0,1
5015090,F,N,N,0,101200.0,State servant,Secondary / secondary special,Married,House / apartment,-21396,-596,1,0,0,1,High skill tech staff,1,60,1,1
5015091,F,Y,Y,0,158200.0,Working,Secondary / secondary special,Civil marriage,With parents,-11374,-7453,1,0,0,0,Sales staff,1,12,0,0
5015092,M,Y,Y,0,109300.0,State servant,Secondary / secondary special,Married,Rented apartment,-11857,-12813,1,1,1,1,Sales staff,1,58,0,1
5015093,F,Y,N,0,214500.0,Working,Higher education,Civil marriage,Rented apartment,-14082,-3747,1,0,0,0,High skill tech staff,2,28,0,1
5015094,F,N,Y,0,111300.0,Pensioner,Incomplete higher,Married,Rented apartment,-20036,-4416,1,0,0,0,HR staff,2,18,0,1
5015095,F,N,N,0,288900.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-15600,-12016,1,0,0,0,Low-skill Laborers,2,3,1,0
5015096,F,N,Y,0,189600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21112,-5633,1,0,0,0,Waiters/barmen staff,2,56,0,1
5015097,F,N,Y,2,73300.0,Commercial associate,Higher education,Married,House / apartment,-11789,-14192,1,0,1,1,Managers,3,23,0,1
5015098,M,N,Y,0,163400.0,Working,Higher education,Married,House / apartment,-22648,-11355,1,1,0,0,Cleaning staff,2,36,1,1
5015099,F,N,Y,0,74000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22769,-6445,1,0,0,0,High skill tech staff,1,31,0,1
5015100,F,Y,N,0,134600.0,Pensioner,Higher education,Married,House / apartment,-12732,-10823,1,1,1,1,Low-skill Laborers,1,42,0,0
5015101,F,Y,N,1,274700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12382,365243,1,0,0,0,,3,4,0,1
5015102,M,Y,Y,0,221500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19880,-9773,1,0,0,1,Private service staff,2,35,0,1
5015103,F,N,Y,2,153100.0,State servant,Academic degree,Single / not married,House / apartment,-18737,-2959,1,0,0,0,Cooking staff,4,16,0,1
5015104,M,N,N,1,51500.0,Pensioner,Higher education,Married,House / apartment,-18833,-13831,1,0,0,0,Waiters/barmen staff,2,54,2,1
5015105,F,N,Y,1,246900.0,Commercial associate,Higher education,Married,Municipal apartment,-12873,-11043,1,1,0,0,Accountants,3,30,0,1
5015106,F,N,Y,0,205700.0,Working,Higher education,Civil marriage,Rented apartment,-17933,-9726,1,0,1,0,Low-skill Laborers,2,43,0,1
5015107,M,Y,Y,0,168500.0,Working,Higher education,Married,House / apartment,-15362,-7536,1,0,0,1,Low-skill Laborers,2,6,0,1
5015108,F,N,N,0,185400.0,Working,Secondary / secondary special,Married,House / apartment,-22254,-10559,1,0,1,0,Waiters/barmen staff,2,10,0,1
5015109,M,N,Y,0,40700.0,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-19200,-7864,1,1,0,1,High skill tech staff,1,40,1,1
5015110,F,Y,Y,1,184200.0,Working,Higher education,Married,House / apartment,-18165,-7584,1,0,0,1,Low-skill Laborers,2,3,3,0
5015111,F,N,N,1,173200.0,Working,Secondary / secondary special,Separated,House / apartment,-19880,-13170,1,1,1,1,Medicine staff,2,7,1,1
5015112,M,N,N,1,103600.0,Working,Lower secondary,Married,With parents,-15076,-6561,1,1,1,1,Realty agents,2,45,0,0
5015113,F,Y,N,0,213300.0,Working,Secondary / secondary special,Single / not married,With parents,-11665,-14133,1,1,0,1,Security staff,2,43,0,1
5015114,M,Y,N,0,190200.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-16779,-987,1,0,0,0,Laborers,1,44,0,1
5015115,F,Y,N,0,129600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16641,-16,1,0,0,0,Medicine staff,2,1,0,1
5015116,F,N,N,0,187300.0,State servant,Higher education,Civil marriage,Municipal apartment,-14936,-3369,1,0,0,1,Realty agents,1,43,0,1
5015117,M,N,N,1,200700.0,Working,Higher education,Married,House / apartment,-17971,-3547,1,0,0,0,Accountants,3,14,0,1
5015118,F,N,Y,0,95500.0,Working,Secondary / secondary special,Separated,House / apartment,-15007,-7257,1,0,0,0,Drivers,1,44,0,0
5015119,F,Y,Y,0,155800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8051,365243,1,0,0,1,,1,20,0,0
5015120,F,N,N,1,209400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21663,-3635,1,0,0,0,Medicine staff,3,43,0,1
5015121,F,N,N,0,238100.0,State servant,Secondary / secondary special,Married,House / apartment,-20038,-6706,1,0,1,0,Drivers,2,5,0,0
5015122,F,N,Y,0,232600.0,Working,Secondary / secondary special,Civil marriage,With parents,-23392,-7700,1,0,1,0,Accountants,2,10,0,0
5015123,F,N,N,1,197300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17792,-8697,1,1,0,0,Accountants,3,9,0,1
5015124,M,N,N,0,104700.0,State servant,Higher education,Separated,Rented apartment,-21606,-6030,1,0,1,1,Laborers,2,52,0,0
5015125,M,N,Y,0,216900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-12768,1,0,1,0,Core staff,2,21,0,1
5015126,F,N,N,0,153400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23667,-4399,1,0,1,0,Sales staff,2,29,0,0
5015127,M,Y,Y,0,174700.0,Working,Secondary / secondary special,Married,House / apartment,-10749,-14271,1,1,0,0,IT staff,2,27,0,1
5015128,F,N,N,1,88900.0,Working,Higher education,Civil marriage,Municipal apartment,-11887,-11311,1,0,1,0,Secretaries,2,16,0,1
5015129,M,N,N,0,240100.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-15345,-6603,1,0,0,0,Waiters/barmen staff,2,33,1,0
5015130,F,Y,N,1,13700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11658,-9414,1,0,0,0,Managers,2,4,0,1
5015131,F,Y,N,1,299000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17000,-4562,1,1,1,1,Managers,3,55,0,0
5015132,M,N,N,1,235200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13702,-10268,1,0,1,0,Cooking staff,3,57,2,1
5015133,M,Y,Y,0,417300.0,Commercial associate,Higher education,Separated,House / apartment,-13185,-11304,1,0,0,0,Managers,1,34,0,1
5015134,M,Y,N,0,164300.0,Working,Incomplete higher,Single / not married,Rented apartment,-13183,365243,1,1,0,0,,2,29,0,0
5015135,F,N,Y,0,147200.0,Working,Higher education,Married,House / apartment,-18891,-10461,1,0,1,0,Accountants,1,40,0,0
5015136,F,Y,N,0,187600.0,Working,Secondary / secondary special,Married,House / apartment,-10210,-2227,1,0,1,0,Laborers,1,8,3,0
5015137,F,Y,Y,1,215300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8355,-1541,1,0,0,0,Medicine staff,2,46,0,1
